%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1580243847093163202,584,1580243847089238882,gps,42.3415883333,-71.0891111667,-26.8,327909,4689817,19,T
1580243848094424119,585,1580243848090025901,gps,42.3415933333,-71.08911,-24.6,327909,4689817,19,T
1580243849096540853,586,1580243849092238903,gps,42.341598,-71.0891178333,-21.8,327909,4689818,19,T
1580243850092941008,587,1580243850088968038,gps,42.3416005,-71.0891208333,-20.0,327908,4689818,19,T
1580243851097943915,588,1580243851093826055,gps,42.341604,-71.089126,-18.3,327908,4689818,19,T
1580243852090777353,589,1580243852086253881,gps,42.3416056667,-71.0891286667,-17.2,327908,4689819,19,T
1580243853098603551,590,1580243853094584941,gps,42.3416116667,-71.0891276667,-16.0,327908,4689819,19,T
1580243854093133748,591,1580243854089178085,gps,42.3416158333,-71.0891216667,-15.5,327908,4689820,19,T
1580243855094082734,592,1580243855091577053,gps,42.3416196667,-71.0891213333,-14.6,327908,4689820,19,T
1580243856093603183,593,1580243856089715003,gps,42.3416208333,-71.0891248333,-13.9,327908,4689820,19,T
1580243857102055211,594,1580243857096343994,gps,42.341623,-71.0891223333,-13.6,327908,4689821,19,T
1580243858103307674,595,1580243858096354007,gps,42.3416246667,-71.0891178333,-13.4,327909,4689821,19,T
1580243859094561430,596,1580243859090640068,gps,42.3416271667,-71.0891135,-12.9,327909,4689821,19,T
1580243860087727147,597,1580243860086340904,gps,42.3416303333,-71.0891125,-12.4,327909,4689821,19,T
1580243861088952614,598,1580243861086564064,gps,42.341631,-71.089111,-12.3,327909,4689821,19,T
1580243862093738945,599,1580243862089557886,gps,42.3416326667,-71.0891076667,-12.1,327909,4689822,19,T
1580243863092956654,600,1580243863088637113,gps,42.341632,-71.0891153333,-11.7,327909,4689822,19,T
1580243864092620031,601,1580243864088465929,gps,42.3416291667,-71.0891228333,-11.9,327908,4689821,19,T
1580243865093764604,602,1580243865089674949,gps,42.3416263333,-71.0891263333,-11.9,327908,4689821,19,T
1580243866091029279,603,1580243866085994958,gps,42.3416256667,-71.0891258333,-12.1,327908,4689821,19,T
1580243867093625219,604,1580243867089407920,gps,42.3416373333,-71.0891456667,-8.8,327906,4689822,19,T
1580243868085260396,605,1580243868083636045,gps,42.3416361667,-71.0891493333,-9.0,327906,4689822,19,T
1580243869090968932,606,1580243869086941003,gps,42.341645,-71.0891661667,-6.4,327905,4689823,19,T
1580243870087163687,607,1580243870085498094,gps,42.3416451667,-71.0891633333,-6.7,327905,4689823,19,T
1580243871093207547,608,1580243871088090896,gps,42.3416448333,-71.089165,-6.8,327905,4689823,19,T
1580243872085735836,609,1580243872084294080,gps,42.341643,-71.0891668333,-7.1,327905,4689823,19,T
1580243873097686408,610,1580243873093245029,gps,42.341643,-71.0891615,-7.4,327905,4689823,19,T
1580243874090162290,611,1580243874088517904,gps,42.3416415,-71.0891636667,-7.8,327905,4689823,19,T
1580243875095397156,612,1580243875090399980,gps,42.3416385,-71.0891668333,-8.0,327905,4689822,19,T
1580243876092916640,613,1580243876088233947,gps,42.3416341667,-71.0891686667,-8.6,327904,4689822,19,T
1580243877094568785,614,1580243877089601039,gps,42.341631,-71.0891698333,-8.9,327904,4689822,19,T
1580243878097581033,615,1580243878091892004,gps,42.3416293333,-71.0891715,-9.1,327904,4689821,19,T
1580243879093434167,616,1580243879089436054,gps,42.3416263333,-71.0891693333,-9.7,327904,4689821,19,T
1580243880088007945,617,1580243880085407018,gps,42.3416228333,-71.0891675,-10.3,327905,4689821,19,T
1580243881084916790,618,1580243881082560062,gps,42.3416191667,-71.0891653333,-11.1,327905,4689820,19,T
1580243882105224733,619,1580243882098031044,gps,42.3416156667,-71.0891638333,-11.9,327905,4689820,19,T
1580243883092236317,620,1580243883087837934,gps,42.3416116667,-71.0891615,-12.7,327905,4689819,19,T
1580243884087605128,621,1580243884085982084,gps,42.3416061667,-71.0891568333,-13.8,327905,4689819,19,T
1580243885093153233,622,1580243885089241981,gps,42.3416003333,-71.0891535,-14.8,327906,4689818,19,T
1580243886087569308,623,1580243886085740089,gps,42.3415965,-71.0891516667,-15.5,327906,4689818,19,T
1580243887096149930,624,1580243887091947078,gps,42.341594,-71.0891461667,-16.5,327906,4689817,19,T
1580243888087544468,625,1580243888085450887,gps,42.3415913333,-71.0891386667,-17.5,327907,4689817,19,T
1580243889091756775,626,1580243889087871074,gps,42.3415893333,-71.0891333333,-18.4,327907,4689817,19,T
1580243890094603476,627,1580243890090403079,gps,42.3415861667,-71.0891281667,-19.5,327908,4689816,19,T
1580243891092057294,628,1580243891087999105,gps,42.3415826667,-71.0891246667,-20.3,327908,4689816,19,T
1580243892081688220,629,1580243892080813884,gps,42.3415801667,-71.0891213333,-21.1,327908,4689816,19,T
1580243893090993880,630,1580243893087235927,gps,42.3415786667,-71.0891131667,-22.1,327909,4689816,19,T
1580243894089217787,631,1580243894088296890,gps,42.3415758333,-71.0891043333,-23.5,327910,4689815,19,T
1580243895089203896,632,1580243895088298082,gps,42.3415735,-71.0890965,-24.6,327910,4689815,19,T
1580243896088316045,633,1580243896087390899,gps,42.3415705,-71.0890908333,-25.5,327911,4689815,19,T
1580243897094515919,634,1580243897090284109,gps,42.3415653333,-71.0890843333,-26.7,327911,4689814,19,T
1580243898094914387,635,1580243898090960025,gps,42.341563,-71.0890805,-27.4,327912,4689814,19,T
1580243899094955173,636,1580243899089153051,gps,42.3415616667,-71.0890758333,-28.2,327912,4689814,19,T
1580243900095532385,637,1580243900091229915,gps,42.3415611667,-71.0890725,-28.7,327912,4689814,19,T
1580243901088536406,638,1580243901087594032,gps,42.3415588333,-71.0890698333,-29.4,327912,4689813,19,T
1580243902088338019,639,1580243902087435007,gps,42.3415556667,-71.0890673333,-30.3,327913,4689813,19,T
1580243903090557017,640,1580243903089663028,gps,42.3415543333,-71.0890638333,-30.7,327913,4689813,19,T
1580243904089573858,641,1580243904088640928,gps,42.3415551667,-71.0890605,-30.8,327913,4689813,19,T
1580243905094849074,642,1580243905090570926,gps,42.341555,-71.0890586667,-31.0,327913,4689813,19,T
1580243906083576889,643,1580243906082521915,gps,42.341554,-71.0890578333,-31.1,327913,4689813,19,T
1580243907088310886,644,1580243907085844039,gps,42.3415548333,-71.089059,-31.1,327913,4689813,19,T
1580243908093969700,645,1580243908090080022,gps,42.3415553333,-71.0890583333,-31.1,327913,4689813,19,T
1580243909088753913,646,1580243909086211919,gps,42.3415533333,-71.089056,-31.4,327914,4689813,19,T
1580243910088167826,647,1580243910084419012,gps,42.3415521667,-71.089057,-31.5,327913,4689813,19,T
1580243911097751100,648,1580243911093672990,gps,42.3415496667,-71.0890615,-31.5,327913,4689812,19,T
1580243912090961870,649,1580243912087140083,gps,42.3415455,-71.0890608333,-32.0,327913,4689812,19,T
1580243913085778698,650,1580243913084461927,gps,42.3415441667,-71.089062,-32.1,327913,4689812,19,T
1580243914092836793,651,1580243914088613033,gps,42.3415435,-71.0890625,-32.1,327913,4689812,19,T
1580243915090433414,652,1580243915086368083,gps,42.3415421667,-71.0890621667,-32.3,327913,4689811,19,T
1580243916090657484,653,1580243916086957931,gps,42.341541,-71.089063,-32.3,327913,4689811,19,T
1580243917093588049,654,1580243917087989091,gps,42.3415398333,-71.0890643333,-32.4,327913,4689811,19,T
1580243918089891515,655,1580243918085773944,gps,42.3415386667,-71.0890643333,-32.5,327913,4689811,19,T
1580243919092645256,656,1580243919088655948,gps,42.3415393333,-71.0890641667,-32.6,327913,4689811,19,T
1580243920089603907,657,1580243920085582017,gps,42.3415393333,-71.0890646667,-32.5,327913,4689811,19,T
1580243921082594525,658,1580243921081695079,gps,42.3415403333,-71.0890631667,-32.7,327913,4689811,19,T
1580243922092309134,659,1580243922088481903,gps,42.3415398333,-71.0890651667,-32.7,327913,4689811,19,T
1580243923087595901,660,1580243923086687088,gps,42.3415393333,-71.0890648333,-32.9,327913,4689811,19,T
1580243924085611487,661,1580243924083626031,gps,42.3415378333,-71.0890608333,-33.4,327913,4689811,19,T
1580243925089439420,662,1580243925088543891,gps,42.3415376667,-71.0890611667,-33.5,327913,4689811,19,T
1580243926084959797,663,1580243926083976984,gps,42.341536,-71.0890603333,-33.7,327913,4689811,19,T
1580243927088453610,664,1580243927086646080,gps,42.3415341667,-71.089058,-34.1,327913,4689811,19,T
1580243928087380492,665,1580243928085448980,gps,42.3415523333,-71.089078,-30.6,327912,4689813,19,T
1580243929095416100,666,1580243929091506004,gps,42.3415688333,-71.0890923333,-27.4,327911,4689814,19,T
